Customer ID,Age,Gender,Education,Marital Status,Employment Type,Annual Income,Work Experience,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Default Status,Credit Score
"CUST001138","32","Other","Diploma","Single","Full-Time","162525","35","LOAN691682","17901","Education","5.87","15","Rejected","No","336"
"CUST001139","68","Other","PhD","Married","Self-Employed","144362","17","LOAN218107","68960","Education","6.85","5","Approved","No","668"
"CUST001140",,"Female",,"Married","Unemployed","55205","28","LOAN897658","619851","Home","7.40","25","Approved","No",
"CUST001141",,"Other","PhD","Widowed","Self-Employed","34043","9","LOAN569723","13804","Education","6.74","20","Approved","No","567"
"CUST001142","32","Male","Bachelor's Degree","Single","Part-Time","66631","27","LOAN781367","40307","Personal","17.51","5","Rejected","No","522"
"CUST001143","54","Female","Bachelor's Degree","Widowed","Contract","103871","23","LOAN642530","48871","Personal","9.13","1","Rejected","No","555"
"CUST001144","46","Other","Associate Degree","Married","Full-Time",,"0","LOAN595524","12029","Personal","8.40","1","Approved","Yes","775"
"CUST001145","52","Female","Bachelor's Degree","Single","Full-Time","93656","16","LOAN147427","30295","Personal","11.12","3","Rejected","No","706"
"CUST001146",,"Female","Bachelor's Degree","Widowed","Full-Time","177741","11","LOAN345288","21017","Vehicle","8.73","3","Approved","No","451"
"CUST001147","47","Female","High School","Single","Self-Employed","186897","13","LOAN747696","60353","Vehicle","8.11","5","Approved","No","528"
"CUST001148","49","Other","Diploma","Divorced",,"196246","29","LOAN399075","20267","Vehicle","7.71","5","Rejected","No","528"
"CUST001149","62","Male","PhD",,"Unemployed","149780","12","LOAN250418","21130","Vehicle","8.84","5","Approved","No",
"CUST001150","23","Female","Diploma","Single","Self-Employed",,"38","LOAN079137","338567","Home","5.84","15","Rejected","No","509"
"CUST001151","29",,"High School","Single","Full-Time","213001","21","LOAN666653","654066","Home","3.53","25","Rejected","No","788"
"CUST001152",,"Female","Bachelor's Degree","Widowed","Full-Time","133506","20","LOAN416073","40605","Vehicle","6.24","7","Approved","No","846"
"CUST001153","21","Female","High School","Married","Full-Time","224082","0","LOAN814191","27268","Vehicle","6.34","4","Approved","Yes","595"
"CUST001154","66","Female","Associate Degree","Single",,"48446","5","LOAN393022","56927","Vehicle","7.31","5","Approved","Yes","803"
"CUST001155","31","Male",,"Widowed","Self-Employed",,"23","LOAN814898","50750","Vehicle","8.00","4","Approved","No","678"
"CUST001156","38","Male","High School","Married","Unemployed","67825","20","LOAN975862","583545","Home","4.83","20","Rejected","No","769"
"CUST001157",,"Female","Master's Degree","Single","Unemployed","64136","10","LOAN147152","95002","Education","8.09","5","Approved","No","427"
"CUST001158","69","Female","PhD","Widowed",,"194394","28","LOAN503735","360977","Home","7.40","30","Rejected","No","342"
"CUST001159","66","Other","Associate Degree","Married","Part-Time","197638","18","LOAN149660","29089","Personal","16.42","2","Approved","No","827"
"CUST001160","21","Male","Associate Degree","Single","Contract","183026","25","LOAN133448","36812","Vehicle","5.02","7","Approved","No","445"
"CUST001161","54","Other",,"Widowed",,"59744","11","LOAN873529","15003","Education","5.86","15","Rejected","No","794"
"CUST001162","24","Female","PhD","Divorced","Unemployed","148606","10","LOAN964767","545903","Home","5.41","30","Rejected","No","304"
"CUST001163","27","Other","Bachelor's Degree","Widowed","Contract","206558","39","LOAN316373","33891","Personal","8.35","7","Approved","No",
"CUST001164","43","Other","PhD","Widowed","Self-Employed","53883","35","LOAN698496","5939","Personal","11.65","7","Rejected","No","407"
"CUST001165","50","Other","High School","Widowed","Unemployed","33677","29","LOAN622745","15476","Education","8.56","10","Approved","No","739"
"CUST001166","70","Other","Bachelor's Degree","Widowed","Full-Time","205697","2","LOAN117393","17140","Personal","17.06","3","Rejected","No","342"
"CUST001167","55","Male","Bachelor's Degree","Widowed","Part-Time","28824",,"LOAN642287","364413","Home","5.80","15","Rejected","No","323"
"CUST001168","39","Male","High School","Married","Unemployed","225197","28","LOAN019013","445495","Home","6.96","20","Approved","No","847"
"CUST001169","62","Female","Diploma","Widowed","Self-Employed","202679","33","LOAN919992","97660","Education","6.21","10","Rejected","No","662"
"CUST001170","47",,"High School","Widowed","Self-Employed","194289","13","LOAN928197","672944","Home","7.13","20","Approved","No","760"
"CUST001171","46","Female","High School","Widowed","Unemployed","111500","18","LOAN169836","751035","Home","3.57","30","Rejected","No","531"
"CUST001172","36","Male","Master's Degree","Divorced","Self-Employed","173566","8","LOAN468107","38698","Education","6.10","5","Approved","Yes","362"
"CUST001173","56","Male",,"Widowed","Contract","178184","21","LOAN754463","54602","Education","6.41","5","Approved","No","412"
"CUST001174","46","Female","Bachelor's Degree","Divorced","Part-Time","221430","19","LOAN943322","25488","Vehicle","4.70","4","Rejected","No","410"
"CUST001175","30","Female","Diploma","Divorced","Full-Time","73652","40","LOAN422864","474540","Home","6.50","30","Approved","No",
"CUST001176","26","Female","PhD","Divorced",,"48549",,"LOAN847528","29525","Personal","10.79","2","Rejected","No","431"
"CUST001177","54","Male","Associate Degree","Married","Contract","126092","7","LOAN685101","54537","Vehicle","5.90","5","Rejected","No",
"CUST001178","31","Other","High School","Married","Contract",,"18","LOAN998441","78105","Vehicle","6.36","3","Approved","No","763"
"CUST001179","23","Other","PhD","Single","Contract","243012","11","LOAN924174","40546","Personal","11.41","5","Rejected","No","498"
"CUST001180","55","Female","Bachelor's Degree","Married","Full-Time","160696","3","LOAN476539","14945","Personal","15.88","1","Approved","Yes","549"
"CUST001181","28","Female","Diploma","Single","Self-Employed","156037","37","LOAN472281","362963","Home","4.29","20","Rejected","No","362"
"CUST001182","28","Other","Associate Degree","Married","Contract","190921","14","LOAN035734","27991","Personal","8.97","1","Rejected","No","352"
"CUST001183","48",,"Master's Degree","Widowed","Part-Time","187508","38","LOAN586068","669842","Home","5.12","20","Approved","No","825"
"CUST001184","66","Male","Master's Degree","Single","Contract","128959","30","LOAN165958","15935","Vehicle","8.07","3","Rejected","No","577"
"CUST001185","23","Female","Associate Degree","Single","Contract","28733","5","LOAN423218","61783","Education","7.67","20","Approved","No","320"
"CUST001186","51","Other","High School","Widowed","Unemployed","94830","25","LOAN592938","53962","Vehicle","8.54","6","Approved","No","796"
"CUST001187","29","Male","Master's Degree","Single","Unemployed","126010","22","LOAN154287","41145","Vehicle","7.15","5","Approved","No",
"CUST001188","46","Male","Bachelor's Degree","Divorced","Self-Employed","249080","39","LOAN486866","695892","Home","4.57","30","Rejected","No","631"
"CUST001189","33","Female","Associate Degree","Widowed","Contract","100465","8","LOAN280795","21129","Personal","13.20","7","Approved","No","811"
"CUST001190","21","Male",,"Single","Full-Time","230919","0","LOAN352469","67668","Vehicle","6.34","7","Approved","No","316"
"CUST001191","55","Other","Master's Degree","Married","Contract","103657","16","LOAN700631","32689","Education","7.32","15","Approved","No","816"
"CUST001192","40","Other","High School","Married","Contract","26984","20","LOAN643378","65289","Education","5.28","15","Approved","No",
"CUST001193","51","Male","Bachelor's Degree",,"Unemployed","245724","25","LOAN888483","62320","Vehicle","6.48","7","Rejected","No","677"
"CUST001194","69","Female","PhD","Widowed","Full-Time","153887","17","LOAN101794","25603","Vehicle","5.79","5","Approved","No","327"
"CUST001195","60","Male","Diploma","Married","Full-Time","178106","15","LOAN305122","216909","Home","6.99","30","Approved","No","755"
"CUST001196","57","Female","High School","Single","Unemployed","31127","39","LOAN651693","90624","Education","7.55","5","Rejected","No","435"
"CUST001197","49","Male","PhD","Divorced","Full-Time","85407","34","LOAN971691","69141","Education","7.96","20","Approved","No","581"
"CUST001198","49","Other",,"Widowed","Unemployed","23614",,"LOAN660455","51745","Vehicle","6.53","7","Approved","Yes","584"
"CUST001199","48","Female","High School","Widowed","Contract","228306","29","LOAN650468","99808","Education","6.20","5","Approved","No","606"
"CUST001200","36","Other","Associate Degree","Divorced","Unemployed","221842","1","LOAN856161","28990","Personal","12.53","5","Approved","No","511"
"CUST001201","37","Other","Diploma","Married","Part-Time","101223","32","LOAN622210","31275","Vehicle","4.36","5","Approved","No","640"
"CUST001202","62","Female","Bachelor's Degree","Married","Part-Time","89107","11","LOAN073865","19178","Personal","8.46","5","Rejected","No","739"
"CUST001203","70","Other","High School","Married","Self-Employed","249005","3","LOAN555228","29058","Education","8.20","20","Approved","No","669"
"CUST001204","26","Other","PhD","Divorced","Contract","246920","19","LOAN353228","104039","Home","4.40","25","Rejected","No","491"
"CUST001205","47","Female","Diploma","Single","Full-Time","200591","21","LOAN573537","46897","Vehicle","7.22","7","Approved","No","821"
"CUST001206","53",,"Associate Degree","Single","Full-Time","101152","27","LOAN418907","12457","Personal","12.61","7","Rejected","No","495"
"CUST001207","57","Other","High School","Divorced","Contract","25538","17","LOAN360945","62659","Vehicle","8.38","5","Rejected","No","563"
"CUST001208","35","Other","PhD","Married","Unemployed","85423","38","LOAN093118","46130","Personal","12.55","5","Rejected","No",
"CUST001209","56","Male","PhD","Divorced","Full-Time","134531","2","LOAN427900","206672","Home","5.63","25","Rejected","No","365"
"CUST001210","21","Female","High School","Married","Full-Time","160528","14","LOAN788882","41603","Vehicle","7.46","5","Approved","Yes","450"
"CUST001211","54","Other","High School","Divorced","Contract","35606","37","LOAN824440","27622","Personal","10.18","2","Rejected","No","516"
"CUST001212","59","Female","Diploma","Widowed","Unemployed","228633","40","LOAN283221","27759","Personal","16.49","5","Approved","Yes","361"
"CUST001213","24","Male","High School","Divorced",,"177036","31","LOAN950308","26608","Vehicle","6.13","7","Approved","Yes","696"
"CUST001214","49","Other","High School",,"Self-Employed","31771","38","LOAN591874","7572","Personal","14.23","7","Rejected","No","505"
"CUST001215","23","Female","Diploma","Divorced","Full-Time","246481","32","LOAN667953","34697","Personal","9.80","5","Approved","No","550"
"CUST001216",,,,"Married","Self-Employed","196684","23","LOAN320508","42221","Vehicle","7.46","5","Approved","No","473"
"CUST001217","35","Female","High School","Married","Full-Time","70205","35","LOAN287303","408911","Home","5.99","30","Rejected","No","551"
"CUST001218","24","Female","Master's Degree","Single","Part-Time","102669","7","LOAN009754","8806","Personal","11.98","7","Rejected","No","338"
"CUST001219","25","Other",,"Single","Unemployed","142078","7","LOAN285987","630117","Home","7.09","20","Rejected","No","581"
"CUST001220","34","Male","Associate Degree","Single","Contract","125860","5","LOAN458660","60508","Vehicle","4.55","5","Approved","Yes","835"
"CUST001221","66","Female","Bachelor's Degree","Married","Contract","154240",,"LOAN764488","280500","Home","4.62","15","Rejected","No","637"
"CUST001222","60","Female",,"Married","Full-Time","133673","34","LOAN588611","89479","Education","6.16","10","Approved","No","422"
"CUST001223","24","Female","Master's Degree","Divorced","Self-Employed","210864","19","LOAN021690","264275","Home","4.26","15","Approved","No","796"
"CUST001224","70",,"Diploma","Single","Contract","65401","33","LOAN799577","76942","Education","6.08","5","Rejected","No","795"
"CUST001225","23","Other","Diploma","Single","Unemployed","41503","22","LOAN106329","43070","Personal","15.09","1","Approved","No","610"
"CUST001226","42","Male","High School","Single","Contract",,"32","LOAN954172","26877","Personal","9.09","2","Approved","No","677"
"CUST001227","35","Male","Master's Degree","Married","Contract","112095","10","LOAN800017","38936","Vehicle","4.89","6","Approved","No","478"
"CUST001228","59","Other","High School","Married","Full-Time","53511","19","LOAN962360","40551","Personal","12.87","5","Rejected","No","764"
"CUST001229","65","Female","Bachelor's Degree","Widowed","Full-Time","225791","24","LOAN720181","34959","Personal","12.79","2","Approved","No","339"
"CUST001230","67","Male","Associate Degree","Widowed","Contract","147987","0","LOAN709746","93425","Education","6.69","5","Approved","No","486"
"CUST001231","63","Other",,"Married","Part-Time","60840","2","LOAN399183","52102","Education","8.38","20","Rejected","No","554"
"CUST001232","33","Female","Bachelor's Degree","Single","Part-Time","166982","10","LOAN274389","17861","Education","6.65","5","Approved","No",
"CUST001233","30",,"Bachelor's Degree","Widowed","Self-Employed","137426","10","LOAN173560","38989","Personal","13.95","1","Approved","No","767"
"CUST001234","53",,"Master's Degree","Divorced","Unemployed","54909","1","LOAN668686","82816","Education","8.69","20","Rejected","No","528"
"CUST001235","34","Other","High School","Married","Contract","77213","17","LOAN246145","19014","Education","6.91","20","Approved","No","487"
"CUST001236","38","Female","Master's Degree","Married","Unemployed","241705","27","LOAN823538","49337","Vehicle","4.75","5","Approved","No","367"
"CUST001237","63","Female","Master's Degree","Married","Contract","137934","12","LOAN497160","75545","Vehicle","7.42","6","Rejected","No",
"CUST001238","36","Male","PhD",,"Part-Time","122843","34","LOAN993775","65192","Vehicle","4.78","7","Rejected","No","503"
"CUST001239","69","Female","Diploma","Widowed","Self-Employed","209193","5","LOAN060718","39448","Personal","14.51","7","Approved","No","676"
"CUST001240",,"Other","Associate Degree","Married","Full-Time","189878",,"LOAN200642","63617","Vehicle","9.23","7","Rejected","No","549"
"CUST001241","50","Female","Diploma","Married","Part-Time","149997","33","LOAN687650","63547","Education","7.74","10","Approved","No","572"
"CUST001242","34","Male","Diploma","Single","Full-Time","106427","28","LOAN138864","29170","Vehicle","5.76","6","Rejected","No","716"
"CUST001243","38","Female",,"Married","Part-Time","244408","30","LOAN047589","495318","Home","4.69","30","Rejected","No",
"CUST001244","24","Other","Master's Degree","Widowed","Self-Employed","112893","40","LOAN558929","26542","Personal","12.37","3","Approved","No","580"
"CUST001245",,"Female","Bachelor's Degree","Single","Unemployed","197545","36","LOAN253969","285542","Home","6.38","25","Rejected","No","780"
"CUST001246",,"Other","High School","Widowed","Unemployed",,"11","LOAN983964","699178","Home","4.07","15","Rejected","No","551"
"CUST001247","38","Other","High School","Single","Part-Time","164945","37","LOAN655720","425655","Home","6.62","25","Rejected","No","718"
"CUST001248","58","Female","PhD","Divorced","Contract","90906","7","LOAN084162","72294","Education","8.98","10","Approved","Yes","407"
"CUST001249","33","Other","Diploma","Widowed",,"165010","1","LOAN313718","59396","Vehicle","9.47","3","Approved","No","745"
"CUST001250","34",,"Associate Degree","Single","Contract","221972","40","LOAN926055","28650","Vehicle","9.34","5","Rejected","No","696"
"CUST001251","62","Male","Associate Degree","Single","Contract","131614","35","LOAN419016","19828","Education","6.65","5","Rejected","No","570"
"CUST001252","21","Other","Master's Degree","Divorced",,"64655","37","LOAN987037","46255","Education","7.76","5","Rejected","No","783"
"CUST001253","48","Female","PhD","Widowed","Unemployed","57779","18","LOAN071901","94120","Education","8.86","15","Rejected","No","787"
"CUST001254","38","Female","Diploma","Married","Contract","222281","20","LOAN005273","498872","Home","4.51","25","Approved","No","331"
"CUST001255","66","Female",,"Married","Unemployed","198678","3","LOAN508366","10070","Personal","11.94","3","Rejected","No","344"
"CUST001256","28","Other",,"Widowed","Unemployed","71524","27","LOAN232468","55789","Vehicle","4.56","7","Approved","No","760"
"CUST001257",,"Other","Bachelor's Degree",,"Self-Employed","34836","13","LOAN492895","710823","Home","6.55","25","Rejected","No","650"
"CUST001258","41",,"Bachelor's Degree","Single","Self-Employed","226181","33","LOAN912869","26211","Vehicle","6.67","6","Rejected","No","674"
"CUST001259","47","Male","Diploma","Married","Full-Time","116540","23","LOAN528371","443437","Home","6.51","25","Approved","No","625"
"CUST001260","31","Other","PhD","Married","Full-Time","87163","19","LOAN604456","22346","Personal","12.05","2","Approved","No","309"
"CUST001261","24","Other","Associate Degree","Widowed","Part-Time","196478","3","LOAN855276","127408","Home","5.63","30","Rejected","No","314"
"CUST001262","33","Male","Bachelor's Degree","Married","Self-Employed","101926","14","LOAN196514","75713","Education","5.57","10","Rejected","No","601"
"CUST001263","61","Female","Bachelor's Degree","Married","Part-Time","42328",,"LOAN163389","182492","Home","3.55","25","Approved","No","657"
"CUST001264","25","Female","Associate Degree","Single","Part-Time","243744","3","LOAN777994","334045","Home","3.70","15","Rejected","No",
"CUST001265","45","Female","PhD","Single",,"123248","1","LOAN108037","23903","Education","5.58","15","Approved","No","785"
"CUST001266","68","Other","PhD","Married","Self-Employed",,,"LOAN377847","59313","Vehicle","5.32","4","Rejected","No","782"
"CUST001267","62","Other","Diploma","Divorced",,,"5","LOAN658806","416737","Home","4.76","15","Approved","No","326"
"CUST001268","39","Other","Master's Degree","Divorced","Contract","156711","39","LOAN674249","47841","Vehicle","4.31","5","Approved","Yes","597"
"CUST001269","44","Other","PhD","Single","Self-Employed","58286","20","LOAN729909","575085","Home","5.71","25","Rejected","No","546"
"CUST001270","51","Male","Associate Degree","Married","Unemployed","204302","4","LOAN061183","45052","Vehicle","9.12","5","Approved","No","611"
"CUST001271","49","Female","Diploma","Single","Contract","111090","39","LOAN759288","306949","Home","5.61","15","Rejected","No","642"
"CUST001272","22","Male","Master's Degree","Widowed","Self-Employed","33793","28","LOAN913624","22008","Education","8.49","20","Approved","Yes","595"
"CUST001273","38","Female","Master's Degree","Widowed","Part-Time","63616","37","LOAN759841","53401","Vehicle","7.50","3","Rejected","No","624"
"CUST001274","41","Other","Bachelor's Degree",,"Contract","41586","35","LOAN395262","404113","Home","3.95","25","Approved","Yes","387"
"CUST001275","57","Other","Master's Degree","Single","Contract","109176","26","LOAN193203","55790","Education","6.69","20","Rejected","No","713"
"CUST001275","59","Male","Master's Degree","Married","Part-Time","152584","19","LOAN753214","37430","Personal","8.40","5","Rejected","No","379"
"CUST001275","42","Female",,"Divorced","Unemployed","147742","17","LOAN677311","27092","Personal","8.72","5","Rejected","No",
"CUST001275","51","Female","Diploma","Divorced","Full-Time","57324","39","LOAN563747","8507","Personal","16.42","3","Rejected","No","611"
"CUST001275","53","Female","Master's Degree","Widowed",,"159220",,"LOAN920614","44975","Vehicle","9.83","6","Approved","No","794"
"CUST001275","38",,"Master's Degree","Widowed","Unemployed",,"20","LOAN725167","47123","Vehicle","7.87","5","Approved","Yes","596"
"CUST001275","47","Other","Bachelor's Degree","Divorced","Unemployed",,,"LOAN417484","46305","Personal","12.73","2","Approved","Yes","476"
"CUST000648","53","Male","Associate Degree","Widowed","Contract","230225","16","LOAN910085","370585","Home","6.71","25","Rejected","No","318"
"CUST000984","65","Other","Bachelor's Degree","Divorced",,"123413","4","LOAN701546","69297","Vehicle","7.25","7","Approved","No","339"
"CUST001069","38","Female","Diploma","Divorced","Full-Time","131841","31","LOAN033699","44284","Personal","14.91","2","Approved","No","443"
"CUST001275","44","Other","Master's Degree","Married","Self-Employed","106362","3","LOAN289241","468006","Home","6.74","15","Rejected","No",
"CUST001275","54","Female","Bachelor's Degree","Married","Self-Employed","172369","31","LOAN118076","46310","Personal","16.63","2","Approved","Yes","464"
"CUST000808","51","Other","Bachelor's Degree","Widowed","Self-Employed","247595","21","LOAN073116","42316","Vehicle","7.73","4","Approved","No","722"
"CUST001275","70","Other","Associate Degree","Divorced","Full-Time","127881","14","LOAN653733","229890","Home","7.32","20","Rejected","No","846"
"CUST000820","46","Male","Associate Degree","Married","Full-Time","223528",,"LOAN513442","44149","Vehicle","6.24","7","Rejected","No","822"
"CUST001088","57","Other","Diploma","Married","Unemployed","57970","30","LOAN729807","35087","Personal","8.12","1","Rejected","No","699"
"CUST000799","40","Female","Bachelor's Degree","Widowed","Contract",,"2","LOAN537007","60681","Vehicle","7.72","4","Rejected","No","455"
"CUST001275","39",,"Master's Degree","Married","Part-Time","55267","33","LOAN730206","79998","Vehicle","4.86","5","Approved","No","596"
"CUST001275","41",,"High School","Divorced","Full-Time","225032","16","LOAN742782","632801","Home","5.55","30","Rejected","No","319"
"CUST001003",,"Female","Diploma","Single","Unemployed","56469","17","LOAN874394","88820","Education","8.19","10","Approved","No","321"
"CUST000908",,"Female","Associate Degree","Divorced","Contract",,,"LOAN526664","87639","Education","6.37","10","Rejected","No",
"CUST001275","62","Male","Master's Degree","Divorced","Full-Time","78929","15","LOAN364079","387444","Home","6.36","15","Approved","No","833"
"CUST000162","29","Other","Diploma",,"Contract","37508","9","LOAN448647","553101","Home","3.62","15","Rejected","No","724"
"CUST000868","30",,"Diploma","Divorced","Contract","161516","35","LOAN665807","175604","Home","3.66","20","Rejected","No","408"
"CUST001275","30","Other","High School","Divorced","Part-Time","238084","6","LOAN433891","51533","Education","8.34","15","Approved","No","719"
"CUST000591","22","Male","Associate Degree","Widowed","Contract","205816","13","LOAN198861","64497","Vehicle","7.87","7","Rejected","No","321"
"CUST001275","63","Other","Diploma","Divorced","Full-Time","78583","1","LOAN985852","42403","Personal","13.88","3","Approved","Yes","531"
"CUST001275","42","Other","Master's Degree","Widowed","Part-Time","114549",,"LOAN174111","57476","Education","6.21","10","Rejected","No","337"
"CUST001275","52","Female","PhD","Single",,"103649","7","LOAN998497","81318","Education","8.32","5","Rejected","No","511"
"CUST001275","45","Male","Bachelor's Degree","Divorced","Part-Time","198680","11","LOAN695417","568832","Home","4.86","15","Rejected","No","696"
"CUST000762","68","Male","Bachelor's Degree","Widowed","Unemployed","101786","25","LOAN840239","19827","Vehicle","9.98","6","Approved","Yes","473"
"CUST000022","46","Male","Bachelor's Degree","Single","Full-Time","46471","21","LOAN755388","33305","Education","8.89","10","Approved","No","723"
"CUST000398","31","Female","Associate Degree","Married","Self-Employed","22828","19","LOAN539772","14995","Personal","15.52","5","Approved","No","557"
"CUST001275","30","Female","PhD","Divorced","Unemployed","212980","23","LOAN949240","68965","Vehicle","4.06","6","Approved","No","759"
"CUST001275","46","Other","Bachelor's Degree","Single","Unemployed","58318","35","LOAN590188","26629","Personal","15.50","3","Rejected","No","509"
"CUST001275","24","Male","PhD","Divorced","Contract","184503","38","LOAN915099","77158","Education","5.09","5","Rejected","No","444"
"CUST000347","35","Other","Associate Degree","Single","Self-Employed","134863",,"LOAN132292","46895","Personal","11.81","2","Rejected","No","331"
"CUST001275","39","Male","Bachelor's Degree","Single","Full-Time","106023","30","LOAN771317","677116","Home","4.44","30","Rejected","No","527"
"CUST001275",,"Male","Diploma",,"Part-Time","208115","20","LOAN845820","75581","Vehicle","9.33","4","Rejected","No","494"
"CUST001275","48",,"Master's Degree","Single","Full-Time","246209","17","LOAN326405","48113","Personal","13.53","2","Approved","No",
"CUST001275","26","Male","PhD","Widowed","Unemployed","134250","28","LOAN424178","74010","Vehicle","5.24","4","Rejected","No","559"
"CUST001275","50","Other","Associate Degree","Divorced",,"118469","26","LOAN278083","48805","Vehicle","4.69","5","Approved","No",
"CUST001006","68","Female","Bachelor's Degree","Divorced","Unemployed","58683","37","LOAN962524","348714","Home","6.81","20","Approved","No","779"
"CUST001275","59","Other","PhD","Single","Unemployed","34762","32","LOAN562038","230290","Home","7.17","20","Approved","No","501"
"CUST001275","25","Other","Diploma","Widowed","Contract","22821","3","LOAN621169","139933","Home","4.72","25","Rejected","No","695"
"CUST000101","50","Female","High School","Married","Unemployed","140421","26","LOAN417582","62988","Vehicle","8.29","5","Rejected","No","476"
"CUST001275","43","Female","High School","Divorced","Full-Time","59978","32","LOAN159101","798980","Home","5.89","20","Rejected","No","825"
"CUST000201","27","Female","High School","Single","Self-Employed","33702","22","LOAN276914","47896","Education","5.99","5","Rejected","No","581"
"CUST001275","45","Other","Bachelor's Degree",,"Part-Time","25763","24","LOAN803359","13828","Education","8.01","5","Approved","Yes","309"
"CUST000311","69","Female","High School","Widowed","Unemployed","53852","34","LOAN690579","197094","Home","6.04","30","Approved","No","498"
"CUST001275","70","Female","Master's Degree","Widowed","Part-Time","238603","9","LOAN549258","96026","Education","6.82","15","Rejected","No","463"
"CUST001275","66","Male","PhD",,"Contract","99578","3","LOAN333420","391732","Home","5.34","15","Rejected","No","585"
"CUST001275","24","Male","High School","Single","Full-Time","65090","30","LOAN109596","427477","Home","5.75","25","Rejected","No","766"
"CUST001275","32","Other",,"Single","Self-Employed","143151","38","LOAN757883","434747","Home","4.98","20","Approved","No","729"
"CUST000368","63","Female","Diploma","Divorced","Unemployed","37705","33","LOAN028546","21717","Vehicle","7.97","3","Approved","No","633"
"CUST001275","62","Other","Master's Degree","Single","Contract","157998","18","LOAN911269","39044","Vehicle","6.70","5","Approved","No","784"
"CUST001275","39","Female","Master's Degree","Single","Part-Time","120956","5","LOAN066563","72350","Vehicle","4.64","6","Rejected","No","624"
"CUST000186","43","Male","High School","Widowed","Full-Time","133414","5","LOAN705638","326713","Home","7.41","20","Rejected","No","575"
"CUST001275","23","Other","PhD","Widowed",,"48712","7","LOAN887535","35370","Vehicle","9.64","7","Approved","No","745"
"CUST001275","44","Other","PhD","Divorced","Unemployed","44829","15","LOAN247269","668662","Home","3.80","25","Rejected","No","849"
"CUST000946","54","Female","Master's Degree","Married","Unemployed","150312","27","LOAN821109","30383","Vehicle","8.20","5","Approved","No","352"
"CUST001063",,"Male","Associate Degree","Widowed","Unemployed","52545","30","LOAN027620","34623","Personal","8.33","5","Rejected","No","436"
"CUST000989","45","Other","Bachelor's Degree","Widowed",,"60916","40","LOAN086825","15474","Vehicle","5.56","6","Rejected","No","498"
"CUST001201","46","Female","Master's Degree","Divorced","Full-Time","23063","14","LOAN171318","33382","Personal","16.18","1","Rejected","No","789"
"CUST001275","68","Female","Bachelor's Degree","Widowed","Full-Time","57574","11","LOAN739657","22891","Personal","9.05","1","Rejected","No","794"
"CUST000605","56","Female","Diploma","Single","Full-Time","163206","25","LOAN899929","24936","Education","7.05","15","Approved","No","479"
"CUST000641","33","Male","PhD","Married","Self-Employed","122240","15","LOAN493185","30805","Vehicle","5.11","7","Rejected","No","849"
"CUST000313","39","Male","Associate Degree","Married","Part-Time","109708","32","LOAN330260","76996","Vehicle","8.24","3","Approved","No","348"
"CUST001275","40","Female","Bachelor's Degree",,"Full-Time","65584","6","LOAN842555","37940","Personal","16.52","7","Rejected","No","484"
"CUST000790","69",,"Associate Degree","Married","Full-Time","109066","14","LOAN011273","42454","Vehicle","7.81","3","Approved","No","346"
"CUST000149","52","Female","Associate Degree","Single","Unemployed","62259","36","LOAN972414","16043","Vehicle","6.78","4","Rejected","No","457"
"CUST001072","27","Male","Master's Degree","Married","Contract","118052","28","LOAN210469","594277","Home","6.09","30","Approved","No","359"
"CUST000774","57","Other","Diploma","Married",,"182659","35","LOAN418684","259105","Home","6.98","25","Approved","No","374"
"CUST001275","36",,"High School","Married","Part-Time","72334","29","LOAN674716","5099","Personal","10.88","7","Rejected","No","594"
"CUST000795","37","Male","Diploma","Widowed","Part-Time","164931",,"LOAN213827","340900","Home","6.99","20","Approved","No","702"
"CUST001275",,"Male","High School","Married","Self-Employed","148364","17","LOAN584795","60853","Education","8.73","15","Approved","No","533"
"CUST001275","36","Female","Associate Degree","Widowed","Self-Employed",,"31","LOAN951051","7229","Personal","15.66","2","Rejected","No","669"
"CUST001275","22","Male","Master's Degree","Widowed","Contract","185432","36","LOAN233305","753754","Home","6.43","15","Approved","No",
"CUST001275","57","Female","Master's Degree","Married","Self-Employed","199634","28","LOAN445419","5790","Personal","14.72","3","Rejected","No","696"
"CUST001275","59","Male","Bachelor's Degree","Married","Contract","136183","33","LOAN086390","354898","Home","4.37","30","Rejected","No","561"
"CUST000005","51","Male","Bachelor's Degree","Single","Unemployed","227080","32","LOAN874500","554387","Home","5.49","15","Rejected","No","412"
"CUST001275","40","Female","High School","Widowed","Part-Time","38088","1","LOAN333844","19058","Vehicle","8.71","4","Rejected","No","764"
"CUST001275","68","Male","High School","Single","Full-Time","102212","10","LOAN850340","15936","Vehicle","5.55","6","Approved","Yes","383"
"CUST001275","29","Male","Diploma","Married","Unemployed","42957","3","LOAN201419","68513","Vehicle","8.48","5","Rejected","No","549"
"CUST001275","63","Male","High School","Married","Full-Time",,"36","LOAN455064","46008","Personal","14.08","1","Approved","No","516"
"CUST001275","34","Male","PhD","Married","Self-Employed","237566","32","LOAN539532","72779","Vehicle","6.26","3","Rejected","No","669"
"CUST001275","27","Female","High School","Divorced","Part-Time","103549","34","LOAN231861","69892","Education","8.03","20","Approved","No","350"
"CUST001275","48","Female","Diploma","Single",,"60669","39","LOAN477505","25902","Education","5.06","10","Approved","Yes","496"
